dr12objid,RA,DEC,j,jIvar,h,hIvar,k,kIvar
1237659326021107759,227.167,52.45378,14.305,369.8225,13.548,251.9526,13.278,210.0399
1237659326021107787,227.3048,52.52844,13.569,297.2652,12.526,318.8775,12.279,260.1457
1237659326554767647,216.9286,56.6589,15.183,0,15.359,46.27701,14.242,0
1237658205046374439,177.806,50.1569,13.038,251.9526,12.689,92.45562,12.439,110.8033
1237659327090851918,214.1296,57.81012,15.381,90.70295,14.082,0,14.707,56.53231
1237657590858055688,176.0617,55.03495,16.316,42.16563,14.71,0,14.299,0
1237659329237221384,236.628,45.99821,14.91,115.6203,14.57,44.44444,14.202,98.0296
1237657590858252335,177.0472,54.9918,14.776,236.6864,13.969,198.3733,13.696,287.2738
1237659896173690979,262.0059,57.52183,12.768,918.2736,11.935,865.0519,11.796,657.4622
1237658492275916842,172.1001,9.407598,13.166,60.09255,12.464,37.63785,11.8,152.4158
1237658492281028625,183.8771,9.584894,13.37,87.34387,12.576,76.94675,11.877,160.2307
1237658493355884588,186.4611,10.45903,15.729,22.46131,15.155,12.39833,13.701,0
1237658492283846841,190.4775,9.584614,16.058,30.18959,15.506,16.25911,14.306,0
1237658492810952729,167.7271,9.621829,15.549,45.04301,15.171,32.65306,14.475,60.09255
1237658800959717557,167.75,52.9883,16.432,42.16563,14.906,0,14.925,0
1237659325480042587,212.4789,56.8226,14.595,115.6203,13.659,152.4158,13.567,160.2307
1237659326557061362,224.7486,53.92327,15.309,57.3921,14.726,51.02041,14.453,64
1237658491745992725,188.1396,9.173653,14.535,108.5069,14.045,65.03642,13.461,141.7234
1237659324410888378,227.113,50.91101,16.382,41.09138,15.489,0,14.976,0
1237658608221946049,185.5531,65.71593,15.936,85.73388,15.579,42.16563,15.246,39.5554
1237658608222011488,185.6948,65.84379,12.423,342.9355,11.398,493.8271,10.923,1040.583
1237658800959914034,168.4602,53.08641,16.23,25.5076,14.488,0,14.445,0
1237661063877034137,144.32,8.630649,16.4,40.5696,15.846,21.23638,15.039,0
1237658802035621935,175.6134,54.81902,14.598,210.0399,13.798,156.25,13.651,204.0816
1237658491208466612,186.6968,8.884578,15.953,33.41241,15.326,21.23638,15.012,23.79536
1237658491208794136,187.3668,8.749941,12.719,79.71938,11.961,47.56243,11.202,204.0816
1237658803116834872,205.166,54.33286,15.61,69.44444,14.091,0,13.754,0
1237659131668660268,205.716,52.70849,16.091,55.69168,14.667,0,15.298,31.21001
1237659133285040288,225.3852,48.31975,13.872,110.8033,13.156,71.81844,12.814,96.11687
1237659146706681899,216.1271,57.13768,15.396,54.86968,14.853,35.85643,14.573,50.29928
1237659324414230579,236.1903,46.07817,16.446,30.8642,14.765,0,14.404,0
1237658630770720842,190.9857,13.12668,12.905,0,12.047,0,12.347,173.1302
1237658491744944240,185.676,9.332463,14.056,25.5076,13.225,24.26654,12.663,43.28255
1237658493882663030,163.0161,10.14831,14.641,55.69168,13.943,32.65306,13.772,54.86968
1237661353241935921,175.5637,57.27562,14.213,251.9526,13.495,173.1302,13.207,384.4675
1237658607684747281,186.3283,64.93348,12.373,400,11.876,222.7667,11.641,268.745
1237658608218603638,185.198,58.0925,12.845,369.8225,11.83,493.8271,11.351,1111.111
1237661066029891615,156.4243,11.73912,15.481,46.27701,14.863,26.84636,14.203,34.60207
1237661055818400274,49.46003,41.96761,13.134,0,12.401,0,12.536,330.5785
1237661055818793134,50.38028,41.54744,15.028,277.7778,14.29,251.9526,14.076,198.3733
1237658311868678242,191.0723,59.7188,16.338,87.34387,15.205,0,14.889,0
1237661068711362686,149.9312,11.66075,13.199,268.745,12.505,148.721,12.226,307.787
1237661068723027987,177.1833,14.05291,15.156,148.721,14.637,73.05136,14.425,94.25959
1237658613593735178,176.4859,50.19979,13.555,118.1474,13.056,82.64463,12.929,90.70295
1237658613595111442,181.4316,50.55525,16.153,38.57876,14.523,0,15.188,30.8642
1237661069243121677,138.1078,9.955516,15.964,29.53686,15.472,26.84636,13.744,0
1237661069245480976,143.5127,11.00604,13.927,173.1302,13.284,115.6203,12.944,187.6525
1237658629157879827,185.6606,11.80093,12.78,113.1734,11.882,106.2812,11.515,145.159
1237658629158142040,186.3103,11.84961,15.075,0,15.667,12.14049,14.062,0
1237658629158207659,186.5222,11.81222,15.972,29.86055,14.369,0,13.874,0
1237661069251510395,157.4449,13.01817,14.841,0,14.128,0,14.987,36.28974
1237661069252886621,160.7019,13.45984,15.879,56.53231,15.14,30.8642,15.112,25
1237658629694881810,186.0063,12.20478,15.531,50.29928,13.687,0,13.393,0
1237658629695275065,186.9218,12.3159,14.043,236.6864,13.291,152.4158,13.415,110.8033
1237658629695275302,186.8641,12.29028,14.408,192.9013,13.529,135.2082,13.792,88.99964
1237658629696913469,190.7407,12.28697,15.548,76.94675,13.892,0,14.559,46.91312
1237658802573017244,177.6622,55.35387,14.815,135.2082,14.287,67.18624,14.12,106.2812
1237658802573344905,178.9379,55.32074,14.886,48.22532,14.351,24.26654,13.968,36.28974
1237658802574131298,182.1175,55.42387,16.766,35.43084,16.46,0,15.334,0
1237658916918984718,183.5394,54.52686,11.969,384.4675,11.1,369.8225,10.238,1736.111
1237658916919640139,186.2999,54.50621,14.263,99.99999,13.449,99.99999,13.17,156.25
1237658491740881000,176.3611,9.160714,14.484,68.30135,14.22,22.67574,13.982,49.59333
1237659119326724236,226.3598,46.56508,14.274,160.2307,13.211,204.0816,13.112,204.0816
1237659120399810629,225.3539,48.10772,15.093,222.7667,14.417,126.2467,14.216,148.721
1237659146706026543,213.474,57.77134,14.414,106.2812,13.423,78.31467,12.784,244.1406
1237659146706223206,214.342,57.62985,14.212,342.9355,13.493,192.9013,13.181,168.6625
1237661086956322901,124.2269,24.17683,15.26,177.7778,13.764,0,13.523,0
1237661086956519482,124.5821,24.52693,15.239,187.6525,14.141,0,14.269,104.1233
1237661086958354567,128.4861,26.97266,14.034,516.5289,13.352,416.4931,13.148,384.4675
1237661126150389953,128.4274,27.71208,15.443,118.1474,14.898,76.94675,14.806,50.29928
1237661060111204887,50.33296,41.93186,13.227,187.6525,12.454,204.0816,12.059,307.787
1237661060111204890,50.33313,41.92899,13.944,204.0816,13.289,164.3655,13.035,229.5684
1237658492272705620,164.6565,9.050449,13.003,108.5069,12.296,113.1734,11.989,126.2467
1237661351631454347,176.4643,56.08845,16.32,36.28974,15.805,24.26654,15.224,33.41241
1237661351632044064,178.9048,56.25309,15.79,43.85773,15.42,29.53686,14.16,0
1237660961862713588,131.2512,30.54092,16.074,74.31629,15.47,43.28255,14.604,0
1237661352167997454,174.8432,56.27066,13.821,222.7667,13.031,168.6625,12.741,330.5785
1237658609295163515,183.6977,64.45867,15.029,168.6625,14.466,138.4083,14.274,120.7584
1237661066024255557,143.442,10.1525,12.331,132.1179,11.518,90.70295,10.903,330.5785
1237661055281725581,49.57877,41.46926,13.597,540.8328,12.997,297.2652,12.806,277.7778
1237661055281725866,49.68814,41.48877,14.485,164.3655,13.713,148.721,13.583,126.2467
1237658629158863005,188.0114,11.89007,15.96,20.29056,15.099,17.5067,13.85,0
1237658802571968534,173.3478,55.07238,15.703,60.09255,15.286,31.21001,14.8,45.04301
1237661358081114123,184.3834,47.99523,16.341,43.28255,14.96,0,14.647,0
1237661360760946765,201.4429,45.54001,16.627,31.91931,15.944,29.21841,15.014,0
1237660961326432412,132.8873,30.86535,12.762,236.6864,12.236,135.2082,11.79,268.745
1237661351632502793,180.547,56.36547,15.341,68.30135,14.661,51.75716,14.164,96.11687
1237658628620877841,185.3243,11.51045,15.062,50.29928,14.746,24.5074,13.147,0
1237661362371625021,202.1507,46.76781,16.507,41.09138,15.173,0,15.137,0
1237661362371625064,202.0419,46.67214,15.164,160.2307,14.332,198.3733,14.432,79.71938
1237661064950972434,144.5329,9.523921,12.87,0,12.222,210.0399,11.859,400
1237661064951758988,146.3442,9.767496,16.216,19.92985,14.269,0,14.086,0
1237661064951889958,146.704,9.736135,13.818,102.0304,13.158,68.30135,12.846,129.1322
1237660962943205553,146.9485,39.08424,14.462,452.6936,13.995,260.1457,13.841,222.7667
1237661064952152292,147.3326,9.920473,15.503,0,15.587,29.21841,14.534,0
1237661065487843478,144.5891,9.895463,16.767,32.28306,16.087,18.90359,15.649,27.70083
1237661066018095314,129.3978,7.808634,15.598,120.7584,14.5,0,14.424,0
1237661055281660332,49.49818,41.52036,13.194,566.8934,12.6,210.0399,12.4,268.745
1237661066021765224,137.7732,9.349556,14.002,330.5785,13.363,287.2738,13.117,287.2738
1237661068173508924,147.7451,10.80159,16.238,26.84636,14.463,0,14.485,0
1237661068185632802,175.9422,13.70757,14.825,400,14.144,277.7778,13.957,251.9526
1237661068185829671,176.4947,13.79123,16.241,61.03515,15.409,46.27701,14.224,0
1237661068727681189,188.1841,14.19619,14.892,98.0296,14.275,84.16801,14.183,65.03642
1237658614129754192,173.4272,50.44954,16.497,37.18025,15.881,21.63332,14.954,0
1237658628621730055,187.3438,11.43389,15.041,42.16563,14.459,18.10774,13.975,49.59333
1237658629695537161,187.4962,12.34866,11.919,1189.061,11.346,0,11.053,730.4601
1237658629695668387,187.8156,12.33177,15.315,115.6203,14.873,56.53231,14.696,38.57876
1237661357002719237,168.9227,46.12846,15.928,90.70295,15.328,59.1716,14.289,0
1237661069263372370,185.3865,14.60617,13.992,69.44444,13.356,44.44444,12.95,75.61436
1237658801497505797,170.8173,53.78724,15.38,92.45562,14.733,90.70295,14.457,90.70295
1237658801497505815,170.9117,53.84217,13.276,58.27167,12.319,79.71938,11.639,152.4158
1237658801497767961,171.8861,53.91513,16.538,28.90508,15.374,0,14.898,0
1237661069263437997,185.5814,14.76078,15.501,29.21841,15.06,18.57907,13.614,0
1237661069264617519,188.2814,14.57495,14.206,68.30135,13.487,53.27935,13.12,58.27167
1237658801498357871,174.2001,54.29356,14.483,99.99999,13.818,102.0304,13.544,152.4158
1237661070318305380,141.3162,11.59688,15.886,46.91312,15.248,17.07534,14.704,48.22532
1237661354316464152,178.6403,58.36704,13.133,96.11687,12.48,106.2812,12.115,141.7234
1237661354316529731,178.9119,58.3516,14.996,148.721,14.4,76.94675,14.299,62.00012
1237661070318305541,141.2392,11.54153,15.137,58.27167,14.54,31.21001,14.254,54.86968
1237661070318370904,141.4472,11.42458,12.822,76.94675,12.085,53.27935,11.603,141.7234
1237661070318370911,141.4521,11.45424,15.317,46.91312,14.604,21.43347,14.338,37.18025
1237661070337703967,186.7606,15.46148,12.161,730.4601,11.366,692.5208,11.341,540.8328
1237661070338293776,188.1392,15.41539,13.93,384.4675,13.332,229.5684,13.316,216.263
1237661070872870923,182.6563,16.03292,13.06,342.9355,12.574,148.721,12.096,342.9355
1237661354314760210,171.3542,57.7304,16.908,17.80341,16.123,14.45734,14.766,0
1237661087493390547,124.3164,24.89911,16.356,71.81844,15.502,70.61648,15.499,36.73094
1237661125075534003,126.6407,25.49979,16.259,102.0304,15.699,51.02041,14.673,0
1237661125075534097,126.6633,25.59821,15.439,268.745,14.782,187.6525,14.52,113.1734
1237661125611552808,124.5273,24.79644,14.791,277.7778,14.192,187.6525,14.041,164.3655
1237660764300181731,128.8076,28.75333,16.698,38.57876,14.848,0,14.662,0
1237661210434666604,218.836,43.97182,15.735,129.1322,15.059,92.45562,15.195,32.65306
1237661210434863178,219.3066,43.69595,14.521,0,13.803,0,14.573,46.27701
1237661210970816525,216.7773,45.04374,16.498,33.80205,15.705,29.86055,15.044,43.28255
1237659342661681257,186.1959,7.353036,15.408,35.85643,14.732,19.06905,13.402,0
1237660764304113777,137.6484,33.73272,15.006,307.787,14.358,229.5684,13.901,244.1406
1237661212046524499,222.9995,43.72058,15.271,0,15.823,17.07534,14.501,0
1237660765378314404,138.1849,34.92557,15.016,148.721,14.301,132.1179,13.961,148.721
1237660961324859410,129.3863,28.7052,12.849,692.5208,12.468,318.8775,11.931,730.4601
1237660412649865229,137.6743,7.206705,14.911,58.27167,14.303,53.27935,14.124,42.71861
1237660962397421687,126.4354,27.87457,14.582,108.5069,14.346,43.85773,13.755,88.99964
1237660634385023011,157.8094,43.13745,16.129,84.16801,14.885,0,14.586,0
1237661362372149253,203.7149,46.54448,15.865,113.1734,15.503,49.59333,14.982,52.50998
1237661068171673641,143.5116,10.10871,12.519,123.4568,12.065,78.31467,11.522,141.7234
1237658628621860878,187.738,11.48353,14.708,33.80205,14.041,17.65412,13.441,49.59333
1237658628621861003,187.6913,11.34318,15.959,28.59676,15.27,17.5067,14.853,34.19855
1237658628621926519,187.8456,11.49238,16.196,26.5703,14.492,0,15.316,20.10899
1237661361834819654,202.2074,46.26238,14.283,287.2738,13.585,244.1406,13.392,236.6864
1237661357543391273,181.5047,47.47844,13.346,88.99964,12.705,54.06574,12.51,78.31467
1237659120398434427,221.2324,49.71404,14.844,173.1302,14.39,79.71938,14.227,104.1233
1237661070338555924,188.7119,15.55147,14.033,0,14.465,32.65306,14.29,29.21841
1237660635453194288,142.1564,38.53925,16.011,99.99999,14.473,0,15.021,50.29928
1237661068171739214,143.698,10.28371,14.753,53.27935,13.884,48.90215,13.69,58.27167
1237658611446579219,177.9484,48.68314,12.393,236.6864,11.849,160.2307,11.561,216.263
1237661383312867378,155.0152,38.61555,15.108,222.7667,14.577,123.4568,13.643,0
1237661068728139808,189.2349,14.21735,14.552,102.0304,14.015,71.81844,13.898,40.5696
1237661056892534933,51.02813,42.22385,14.279,342.9355,13.694,198.3733,13.381,198.3733
1237661386530881725,212.2911,53.82131,14.979,0,14.92,71.81844,14.075,0
1237661386533175309,219.969,51.43454,16.501,37.18025,15.17,0,14.827,0
1237661386538156167,234.3592,45.01815,15.354,152.4158,14.826,99.99999,14.695,51.75716
1237660670886740014,143.611,9.916457,15.326,61.03515,14.495,32.65306,14.199,54.86968
1237661361835081734,202.9071,46.15084,13.354,594.884,12.651,540.8328,12.527,625
1237658801496653937,167.737,53.38777,14.26,104.1233,13.758,68.30135,13.344,156.25
1237661069781434552,141.3535,11.07377,15.793,52.50998,14.966,21.83597,13.743,0
1237658801507795000,210.3169,51.873,14.148,342.9355,13.442,244.1406,13.13,416.4931
1237658916922458148,197.2864,53.94358,14.344,164.3655,13.717,135.2082,13.359,182.615
1237661070332788954,175.114,15.40123,16.562,47.56243,15.034,0,15.037,0
1237660759999250559,68.76494,25.18388,14.759,204.0816,14.058,145.159,13.633,138.4083
1237661126145474874,118.4387,21.04943,15.978,65.03642,14.36,0,14.184,0
1237660765373005987,126.4483,28.11813,16.176,43.85773,14.642,0,15.447,30.5241
1237660413188440115,141.6506,7.954483,14.124,87.34387,13.545,46.91312,13.074,115.6203
1237660585514762319,144.6436,8.887899,13.452,251.9526,12.847,160.2307,12.586,244.1406
1237660612900749323,171.7956,8.731028,15.893,29.86055,15.292,19.40655,13.844,0
1237660614511230985,171.4728,9.987455,14.605,68.30135,14.076,33.41241,13.74,64
1237660635459485715,159.6552,44.52309,14.434,187.6525,13.853,110.8033,13.44,260.1457
1237661358616018997,177.7085,48.25145,16.834,27.12674,15.817,26.03082,15.123,0
1237661358616477709,179.1756,48.3339,14.081,75.61436,13.333,59.1716,13.189,71.81844
1237660563504235038,117.7335,23.89592,15.004,110.8033,13.583,0,14.162,71.81844
1237661811193610256,167.4831,10.72083,15.029,29.86055,13.203,0,14.304,21.83597
1237661852003991670,177.5783,45.48661,16.445,68.30135,15.816,33.80205,14.738,0
1237661356465979508,169.5888,45.74817,14.852,46.27701,14.152,56.53231,13.968,74.31629
1237661055282315576,51.15196,40.69081,12.809,204.0816,12.077,156.25,11.933,182.615
1237661852004909247,180.486,45.67674,15.516,0,15.857,25.76722,14.766,0
1237660669814374587,146.977,9.512734,16.474,50.29928,15.813,36.28974,14.447,0
1237661382775603209,154.1022,37.91277,16.436,36.28974,15.685,0,15.577,18.57907
1237661068725387382,182.7823,14.27481,14.904,0,14.093,0,14.988,32.65306
1237661852006744092,186.3942,45.68523,14.75,57.3921,14.32,23.5649,12.679,0
1237660670886609069,143.3599,10.01145,16.339,39.0625,15.952,21.63332,15.351,22.46131
1237661852012314752,204.3084,44.09605,16.494,54.86968,15.778,34.19855,14.89,0
1237660635994259485,153.2024,43.14553,12.678,297.2652,11.835,369.8225,11.483,771.605
1237660670886674606,143.5005,10.02953,15.471,21.43347,14.55,22.04148,14.353,24.26654
1237661852016771176,217.3923,40.93399,16.737,40.5696,15.353,0,15.258,0
1237661387606524108,219.647,52.70641,15.983,47.56243,14.484,0,14.881,43.85773
1237661812803960903,166.764,12.06004,14.894,99.99999,13.314,0,13.022,0
1237660671430426831,159.3473,12.15656,15.672,79.71938,14.868,51.02041,13.893,0
1237660636001665059,176.5325,47.49477,12.751,204.0816,11.862,216.263,11.745,135.2082
1237661812811301124,184.0378,12.6913,16.107,24.02922,15.438,16.52456,14.311,0
1237661852016771194,217.3929,40.89148,15.546,0,15.912,46.91312,14.947,0
1237661388140904499,211.1791,55.4352,15.361,152.4158,14.72,78.31467,14.411,102.0304
1237661388673515530,193.8414,58.34411,12.628,594.884,11.63,657.4622,11.519,516.5289
1237661812812677152,187.2423,12.66175,14.354,416.4931,13.582,297.2652,13.57,177.7778
1237658424631165062,168.2509,7.861869,16.204,22.04148,14.412,0,14.172,0
1237660671431606348,162.1163,12.53319,14.37,138.4083,12.922,0,12.695,0
1237660758925967397,69.92773,24.4208,14.918,132.1179,14.029,102.0304,13.729,141.7234
1237661069789691921,160.5314,13.747,13.375,204.0816,12.778,81.16225,12.587,132.1179
1237661069789692132,160.4207,13.82488,16.393,45.65376,15.028,0,15.032,0
1237661388677775409,211.3017,55.74185,12.392,297.2652,11.51,277.7778,11.167,816.3265
1237661388678168705,212.824,55.51219,15.827,47.56243,15.13,44.44444,13.902,0
1237661388682166439,226.3122,51.15847,15.096,118.1474,14.24,96.11687,13.384,0
1237661353777889322,171.5539,57.35352,16.059,61.03515,15.503,45.04301,15.472,30.18959
1237661417138094141,210.3168,54.41872,13.265,268.745,12.534,192.9013,12.136,566.8934
1237661417138356265,211.3416,54.26991,15.992,87.34387,15.165,56.53231,14.956,49.59333
1237661417665462304,171.5,56.90219,15.71,57.3921,15.436,28.29335,15.124,38.57876
1237661070864154691,162.0356,14.85457,16.369,94.25959,15.418,0,14.933,0
1237661417665462397,171.6699,56.81432,16.667,22.89325,15.811,19.06905,15.226,0
1237661417665527848,171.8932,56.87203,13.613,0,12.833,0,13.294,108.5069
1237661085883629822,126.9415,24.85069,15.823,118.1474,15.301,74.31629,15.008,56.53231
1237661417665527850,171.8827,56.87702,12.183,182.615,11.788,66.09822,11.283,113.1734
1237660637075669023,177.419,48.42607,15.712,53.27935,14.24,0,14.98,40.5696
1237661417676472490,215.8801,53.44048,16.213,76.94675,15.585,39.0625,14.629,0
1237661817095717024,189.2285,12.52007,14.687,0,13.897,0,14.909,26.84636
1237661817098207260,195.0441,12.48331,14.394,152.4158,13.874,81.16225,13.707,96.11687
1237661817632915670,190.0557,12.87477,16.108,57.3921,14.694,0,15.363,29.53686
1237661817633112135,190.4973,12.94285,14.079,268.745,13.663,126.2467,13.392,216.263
1237661817633374346,191.0501,12.94184,15.632,108.5069,15.064,65.03642,14.817,56.53231
1237661817636847664,199.218,12.54823,15.137,70.61648,14.886,21.83597,13.541,0
1237661126689816643,133.8883,31.21168,13.301,452.6936,12.683,222.7667,12.522,277.7778
1237660764301230236,131.0316,30.11906,13.147,369.8225,12.265,369.8225,11.971,594.884
1237661849863389256,199.344,43.03196,16.519,30.8642,15.176,0,14.93,0
1237661849868632125,214.8569,39.85764,15.311,160.2307,14.654,148.721,14.667,71.81844
1237660024523915418,46.05212,-1.192712,15.183,66.09822,14.34,68.30135,13.904,76.94675
1237660343387816025,119.2935,23.7798,15.473,73.05136,14.046,0,13.592,0
1237660343397515472,139.9918,37.19126,12.627,1371.742,11.801,594.884,11.566,566.8934
1237660344469553242,135.2574,35.76245,15.929,118.1474,15.405,53.27935,14.277,0
1237661418745954332,200.22,57.64147,15.882,60.09255,14.241,0,13.825,0
1237661850389250147,164.8289,42.58981,16.586,42.71861,16.287,21.43347,15.144,0
1237660765373988975,128.3464,29.53881,14.825,0,15.214,64,13.768,0
1237661418748575772,210.5492,55.81403,12.839,192.9013,12.198,168.6625,11.616,692.5208
1237661850926710822,166.519,43.3311,13.722,0,13.023,0,13.427,138.4083
1237661418748641373,210.7668,55.70802,16.529,43.28255,15.565,46.27701,14.762,0
1237660344474796095,148.7107,41.81654,15.195,204.0816,14.682,115.6203,14.441,98.0296
1237661418749034654,212.2526,55.42027,16.136,51.02041,15.331,30.5241,14.111,0
1237661850933199011,187.1899,44.86411,13.726,108.5069,12.959,164.3655,12.686,297.2652
1237661435917762567,180.7112,48.6362,12.583,0,12.477,99.99999,11.981,216.263
1237660553841279725,65.68365,32.37897,15.339,110.8033,14.647,87.34387,14.617,65.03642
1237660558670299363,63.41167,25.48292,12.896,297.2652,12.031,204.0816,11.808,236.6864
1237661435925692576,207.521,46.45039,16.557,33.80205,15.103,0,14.904,0
1237661435926216778,209.2419,45.97322,12.498,268.745,11.831,198.3733,11.443,493.8271
1237661418751983669,222.5115,52.40624,15.53,98.0296,14.802,84.16801,13.906,0
1237661435926610044,210.5429,45.86261,14.403,244.1406,13.775,173.1302,13.525,198.3733
1237660612901863503,174.4134,8.864125,16.53,25.25189,15.004,0,15.438,19.57867
1237660612902125601,175.0771,9.009902,13.117,65.03642,12.298,43.28255,11.763,145.159
1237661852003991657,177.5519,45.47868,15.259,0,15.425,27.99474,14.201,0
1237661383843446850,138.7034,33.02092,16.213,74.31629,14.896,0,14.533,0
1237660670350917817,146.0809,9.984789,14.089,236.6864,13.394,156.25,12.916,297.2652
1237660670351310960,147.0033,9.97096,16.061,43.28255,15.636,37.18025,14.751,46.27701
1237661464916328846,243.9438,29.88142,16.13,71.81844,15.754,29.86055,14.856,0
1237661852009955461,196.8639,45.15384,15.347,132.1179,14.726,78.31467,14.619,70.61648
1237661387067687096,212.5129,54.2183,16.131,55.69168,14.564,0,14.227,0
1237661387604295806,211.82,54.80063,15.801,115.6203,15.074,61.03515,14.766,73.05136
1237661387604361236,211.9137,54.79461,13.294,472.5898,12.418,540.8328,12.328,625
1237661813348106345,183.82,13.02398,14.704,96.11687,14.043,34.60207,13.68,50.29928
1237661813349613644,187.3119,12.97824,16.547,37.18025,15.257,0,14.893,0
1237661416597684243,196.3536,56.32277,14.793,126.2467,13.907,88.99964,14.094,78.31467
1237661069790675120,162.8331,14.02344,14.416,318.8775,13.659,251.9526,13.418,297.2652
1237661813884715023,183.2047,13.34715,16.796,16.65973,15.113,0,14.941,0
1237661813884780547,183.307,13.52279,15.845,66.09822,15.341,49.59333,15.146,48.22532
1237661813884780578,183.4469,13.4248,13.92,98.0296,12.982,145.159,12.813,173.1302
1237661816022499458,190.4806,11.66771,15.319,244.1406,14.528,222.7667,14.342,123.4568
1237661949180510362,184.3319,11.94347,16.084,26.5703,15.364,18.26284,14.202,0
1237661849854410856,171.2353,43.28279,16.678,25,15.111,0,15.639,23.1139
1237661948645212163,187.8855,11.62472,14.332,50.29928,13.831,24.5074,13.441,68.30135
1237661060648207425,50.86081,42.06412,14.391,277.7778,13.866,141.7234,13.595,210.0399
1237661850400849961,201.308,43.26726,12.08,384.4675,11.286,268.745,10.498,1189.061
1237660634927333404,174.8362,46.51342,14.399,0,15.265,14.02741,15.016,27.12674
1237661871325184065,170.5109,42.81926,16.189,26.29849,14.551,0,14.656,0
1237661811202457690,188.0974,11.26297,14.635,38.10395,13.972,24.26654,13.663,54.06574
1237661811202588746,188.3944,11.26195,15.831,59.1716,15.382,20.29056,14.367,0
1237661811732054029,171.1086,11.34221,13.405,98.0296,12.931,58.27167,12.504,82.64463
1237661811732250721,171.6419,11.44007,16.198,27.99474,15.362,19.23669,14.132,0
1237661871336718430,206.3298,41.71244,12.014,452.6936,11.457,192.9013,10.934,416.4931
1237661871336980601,207.1882,41.70979,14.165,260.1457,13.354,177.7778,12.949,244.1406
1237661871338029229,210.2276,40.98861,14.581,268.745,14.075,160.2307,13.825,177.7778
1237661871338029230,210.235,41.00721,16.366,54.86968,14.914,0,14.707,0
1237660670349803551,143.5113,9.479204,14.835,49.59333,14.118,49.59333,13.64,71.81844
1237660670349934624,143.7742,9.649227,14.089,168.6625,13.51,164.3655,13.064,330.5785
1237661812273905712,182.7614,12.104,13.535,129.1322,13.029,96.11687,12.407,236.6864
1237661386005414053,243.1113,38.24293,16.304,57.3921,14.803,0,14.643,0
1237661812274036810,183.1347,12.12381,15.156,50.29928,14.544,47.56243,14.373,61.03515
1237661387068407853,214.9904,53.46997,15.911,50.29928,14.647,0,14.464,0
1237661069249085495,151.8654,12.27451,15.259,38.10395,14.786,29.86055,14.313,48.22532
1237661069259702388,176.6928,14.53305,15.278,0,15.424,32.65306,14.201,0
1237661871878635747,220.7953,38.34582,16.05,81.16225,15.738,34.19855,14.199,0
1237660670890213392,151.5452,11.10046,15.307,0,15.506,19.92985,14.338,0
1237661812804354109,167.6884,12.01614,15.472,43.28255,14.715,18.74028,14.48,27.70083
1237661813349548187,187.1738,12.91592,15.338,96.11687,14.57,71.81844,13.747,0
1237661873478828067,189.9205,45.435,16.647,42.16563,15.26,0,14.874,0
1237661813886746643,188.0439,13.41962,14.993,70.61648,14.505,33.02946,14.362,43.28255
1237661417138814989,212.9768,53.93956,15.508,67.18624,13.95,0,14.558,60.09255
1237661358615035950,174.4338,47.8931,14.095,25.5076,13.518,22.46131,13.185,37.63785
1237661951324717122,176.4796,13.51626,14.96,307.787,14.325,187.6525,14.284,123.4568
1237661816025645167,197.7355,11.47737,15.336,96.11687,14.692,62.00012,14.688,41.09138
1237661417674899524,210.2581,54.932,16.556,49.59333,14.999,0,15.11,0
1237661816559960310,191.836,12.16643,15.918,67.18624,15.507,32.65306,14.257,0
1237661849854083161,170.1682,43.02227,15.484,0,15.935,19.40655,15.294,0
1237661849857097799,179.6308,43.94657,13.41,61.03515,11.381,0,10.861,0
1237661850387546148,159.7894,41.68668,15.671,30.8642,15.345,13.31984,14.943,27.70083
1237660562968543247,120.1025,25.35549,16.177,94.25959,15.596,70.61648,14.88,0
1237661850939752469,207.6495,42.54153,13.056,164.3655,12.382,173.1302,12.031,173.1302
1237661851464237171,168.3711,44.07478,16.811,26.84636,15.497,0,15.335,0
1237661948633022482,159.5333,10.38086,14.907,52.50998,14.325,31.21001,14.063,38.57876
1237661948639772687,175.2448,11.47114,12.827,79.71938,12.094,54.86968,11.489,173.1302
1237660613436047394,168.1659,9.055816,13.153,277.7778,12.58,148.721,12.191,192.9013
1237661851468103763,180.6822,45.19111,15.879,62.98816,15.023,48.22532,14.923,44.44444
1237661362914328599,219.9673,42.74236,14.744,96.11687,14.076,55.69168,13.615,118.1474
1237661362914328673,220.0384,42.77954,14.812,102.0304,14.341,51.02041,14.026,85.73388
1237661416603910212,219.3782,51.56186,11.7,918.2736,10.856,918.2736,10.688,0
1237661951328977047,186.635,13.57879,15.117,82.64463,14.672,49.59333,14.456,65.03642
1237661150309253175,210.4903,46.31192,14.95,66.09822,14.24,44.44444,13.84,85.73388
1237661949195059249,218.0867,9.933525,14.813,0,15.269,19.23669,14.119,0
1237661949195124770,218.1831,9.891717,15.508,19.92985,13.526,0,13.385,0
1237660669813850219,145.7213,9.491662,16.433,34.60207,14.72,0,14.459,0
1237661871328526395,180.8455,43.7442,15.686,0,15.352,0,15.233,32.65306
1237658609829544019,182.855,58.75883,15.335,0,15.553,22.46131,14.523,0
1237661811734347832,176.5169,11.58131,15.08,74.31629,14.469,46.91312,14.229,76.94675
1237661811736969250,182.6487,11.76082,15.479,49.59333,14.818,41.09138,14.341,40.5696
1237661434314031112,203.7426,45.78005,15.767,87.34387,14.256,0,14.324,0
